"contact","CIN","current_index","difference","total","month","year"
"Cole Lopez","12347010",300,300,150,1,2020
"Clayton Wilson","12347009",29573,395,197.5,8,2025
"Clayton Wilson","12347009",29178,583,291.5,7,2025
"Clayton Wilson","12347009",28595,549,274.5,6,2025
"Clayton Wilson","12347009",28046,489,244.5,5,2025
"Clayton Wilson","12347009",27557,389,194.5,4,2025
"Clayton Wilson","12347009",27168,344,172,3,2025
"Clayton Wilson","12347009",26824,429,214.5,2,2025
"Clayton Wilson","12347009",26395,517,258.5,1,2025
"Clayton Wilson","12347009",25878,456,228,12,2024
"Clayton Wilson","12347009",25422,365,182.5,11,2024
"Clayton Wilson","12347009",25057,519,259.5,10,2024
"Clayton Wilson","12347009",24538,305,152.5,9,2024
"Clayton Wilson","12347009",24233,387,193.5,8,2024
"Clayton Wilson","12347009",23846,404,202,7,2024
"Clayton Wilson","12347009",23442,435,217.5,6,2024
"Clayton Wilson","12347009",23007,309,154.5,5,2024
"Clayton Wilson","12347009",22698,462,231,4,2024
"Clayton Wilson","12347009",22236,305,152.5,3,2024
"Clayton Wilson","12347009",21931,380,190,2,2024
"Clayton Wilson","12347009",21551,531,265.5,1,2024
"Clayton Wilson","12347009",21020,488,244,12,2023
"Clayton Wilson","12347009",20532,333,166.5,11,2023
"Clayton Wilson","12347009",20199,470,235,10,2023
"Clayton Wilson","12347009",19729,335,167.5,9,2023
"Clayton Wilson","12347009",19394,499,249.5,8,2023
"Clayton Wilson","12347009",18895,405,202.5,7,2023
"Clayton Wilson","12347009",18490,363,181.5,6,2023
"Clayton Wilson","12347009",18127,576,288,5,2023
"Clayton Wilson","12347009",17551,598,299,4,2023
"Clayton Wilson","12347009",16953,350,175,3,2023
"Clayton Wilson","12347009",16603,555,277.5,2,2023
"Clayton Wilson","12347009",16048,553,276.5,1,2023
"Clayton Wilson","12347009",15495,423,211.5,12,2022
"Clayton Wilson","12347009",15072,475,237.5,11,2022
"Clayton Wilson","12347009",14597,484,242,10,2022
"Clayton Wilson","12347009",14113,321,160.5,9,2022
"Clayton Wilson","12347009",13792,535,267.5,8,2022
"Clayton Wilson","12347009",13257,326,163,7,2022
"Clayton Wilson","12347009",12931,522,261,6,2022
"Clayton Wilson","12347009",12409,363,181.5,5,2022
"Clayton Wilson","12347009",12046,433,216.5,4,2022
"Clayton Wilson","12347009",11613,426,213,3,2022
"Clayton Wilson","12347009",11187,331,165.5,2,2022
"Clayton Wilson","12347009",10856,480,240,1,2022
"Clayton Wilson","12347009",10376,570,285,12,2021
"Clayton Wilson","12347009",9806,336,168,11,2021
"Clayton Wilson","12347009",9470,568,284,10,2021
"Clayton Wilson","12347009",8902,559,279.5,9,2021
"Clayton Wilson","12347009",8343,465,232.5,8,2021
"Clayton Wilson","12347009",7878,373,186.5,7,2021
"Clayton Wilson","12347009",7505,335,167.5,6,2021
"Clayton Wilson","12347009",7170,430,215,5,2021
"Clayton Wilson","12347009",6740,540,270,4,2021
"Clayton Wilson","12347009",6200,422,211,3,2021
"Clayton Wilson","12347009",5778,488,244,2,2021
"Clayton Wilson","12347009",5290,456,228,1,2021
"Clayton Wilson","12347009",4834,508,254,12,2020
"Clayton Wilson","12347009",4326,300,150,11,2020
"Clayton Wilson","12347009",4026,415,207.5,10,2020
"Clayton Wilson","12347009",3611,312,156,9,2020
"Clayton Wilson","12347009",3299,583,291.5,8,2020
"Clayton Wilson","12347009",2716,373,186.5,7,2020
"Clayton Wilson","12347009",2343,384,192,6,2020
"Clayton Wilson","12347009",1959,396,198,5,2020
"Clayton Wilson","12347009",1563,585,292.5,4,2020
"Clayton Wilson","12347009",978,348,174,3,2020
"Clayton Wilson","12347009",630,330,165,2,2020
"Clayton Wilson","12347009",300,300,150,1,2020
"Cindy Noble","12347008",30791,332,166,8,2025
"Cindy Noble","12347008",30459,462,231,7,2025
"Cindy Noble","12347008",29997,596,298,6,2025
"Cindy Noble","12347008",29401,407,203.5,5,2025
"Cindy Noble","12347008",28994,463,231.5,4,2025
"Cindy Noble","12347008",28531,574,287,3,2025
"Cindy Noble","12347008",27957,557,278.5,2,2025
"Cindy Noble","12347008",27400,362,181,1,2025
"Cindy Noble","12347008",27038,309,154.5,12,2024
"Cindy Noble","12347008",26729,581,290.5,11,2024
"Cindy Noble","12347008",26148,514,257,10,2024
"Cindy Noble","12347008",25634,597,298.5,9,2024
"Cindy Noble","12347008",25037,481,240.5,8,2024
"Cindy Noble","12347008",24556,514,257,7,2024
"Cindy Noble","12347008",24042,538,269,6,2024
"Cindy Noble","12347008",23504,313,156.5,5,2024
"Cindy Noble","12347008",23191,355,177.5,4,2024
"Cindy Noble","12347008",22836,565,282.5,3,2024
"Cindy Noble","12347008",22271,403,201.5,2,2024
"Cindy Noble","12347008",21868,498,249,1,2024
"Cindy Noble","12347008",21370,377,188.5,12,2023
"Cindy Noble","12347008",20993,580,290,11,2023
"Cindy Noble","12347008",20413,445,222.5,10,2023
"Cindy Noble","12347008",19968,526,263,9,2023
"Cindy Noble","12347008",19442,573,286.5,8,2023
"Cindy Noble","12347008",18869,397,198.5,7,2023
"Cindy Noble","12347008",18472,538,269,6,2023
"Cindy Noble","12347008",17934,554,277,5,2023
"Cindy Noble","12347008",17380,315,157.5,4,2023
"Cindy Noble","12347008",17065,414,207,3,2023
"Cindy Noble","12347008",16651,404,202,2,2023
"Cindy Noble","12347008",16247,574,287,1,2023
"Cindy Noble","12347008",15673,546,273,12,2022
"Cindy Noble","12347008",15127,586,293,11,2022
"Cindy Noble","12347008",14541,437,218.5,10,2022
"Cindy Noble","12347008",14104,539,269.5,9,2022
"Cindy Noble","12347008",13565,445,222.5,8,2022
"Cindy Noble","12347008",13120,581,290.5,7,2022
"Cindy Noble","12347008",12539,456,228,6,2022
"Cindy Noble","12347008",12083,334,167,5,2022
"Cindy Noble","12347008",11749,342,171,4,2022
"Cindy Noble","12347008",11407,490,245,3,2022
"Cindy Noble","12347008",10917,400,200,2,2022
"Cindy Noble","12347008",10517,580,290,1,2022
"Cindy Noble","12347008",9937,525,262.5,12,2021
"Cindy Noble","12347008",9412,448,224,11,2021
"Cindy Noble","12347008",8964,357,178.5,10,2021
"Cindy Noble","12347008",8607,552,276,9,2021
"Cindy Noble","12347008",8055,421,210.5,8,2021
"Cindy Noble","12347008",7634,489,244.5,7,2021
"Cindy Noble","12347008",7145,483,241.5,6,2021
"Cindy Noble","12347008",6662,346,173,5,2021
"Cindy Noble","12347008",6316,386,193,4,2021
"Cindy Noble","12347008",5930,580,290,3,2021
"Cindy Noble","12347008",5350,352,176,2,2021
"Cindy Noble","12347008",4998,308,154,1,2021
"Cindy Noble","12347008",4690,415,207.5,12,2020
"Cindy Noble","12347008",4275,325,162.5,11,2020
"Cindy Noble","12347008",3950,342,171,10,2020
"Cindy Noble","12347008",3608,304,152,9,2020
"Cindy Noble","12347008",3304,421,210.5,8,2020
"Cindy Noble","12347008",2883,495,247.5,7,2020
"Cindy Noble","12347008",2388,303,151.5,6,2020
"Cindy Noble","12347008",2085,363,181.5,5,2020
"Cindy Noble","12347008",1722,349,174.5,4,2020
"Cindy Noble","12347008",1373,586,293,3,2020
"Cindy Noble","12347008",787,487,243.5,2,2020
"Cindy Noble","12347008",300,300,150,1,2020
"Christopher Nunez","12347007",30973,442,221,8,2025
"Christopher Nunez","12347007",30531,319,159.5,7,2025
"Christopher Nunez","12347007",30212,509,254.5,6,2025
"Christopher Nunez","12347007",29703,547,273.5,5,2025
"Christopher Nunez","12347007",29156,488,244,4,2025
"Christopher Nunez","12347007",28668,487,243.5,3,2025
"Christopher Nunez","12347007",28181,367,183.5,2,2025
"Christopher Nunez","12347007",27814,345,172.5,1,2025
"Christopher Nunez","12347007",27469,536,268,12,2024
"Christopher Nunez","12347007",26933,414,207,11,2024
"Christopher Nunez","12347007",26519,371,185.5,10,2024
"Christopher Nunez","12347007",26148,419,209.5,9,2024
"Christopher Nunez","12347007",25729,405,202.5,8,2024
"Christopher Nunez","12347007",25324,454,227,7,2024
"Christopher Nunez","12347007",24870,337,168.5,6,2024
"Christopher Nunez","12347007",24533,566,283,5,2024
"Christopher Nunez","12347007",23967,539,269.5,4,2024
"Christopher Nunez","12347007",23428,506,253,3,2024
"Christopher Nunez","12347007",22922,451,225.5,2,2024
"Christopher Nunez","12347007",22471,435,217.5,1,2024
"Christopher Nunez","12347007",22036,335,167.5,12,2023
"Christopher Nunez","12347007",21701,564,282,11,2023
"Christopher Nunez","12347007",21137,488,244,10,2023
"Christopher Nunez","12347007",20649,503,251.5,9,2023
"Christopher Nunez","12347007",20146,422,211,8,2023
"Christopher Nunez","12347007",19724,520,260,7,2023
"Christopher Nunez","12347007",19204,524,262,6,2023
"Christopher Nunez","12347007",18680,579,289.5,5,2023
"Christopher Nunez","12347007",18101,412,206,4,2023
"Christopher Nunez","12347007",17689,354,177,3,2023
"Christopher Nunez","12347007",17335,550,275,2,2023
"Christopher Nunez","12347007",16785,479,239.5,1,2023
"Christopher Nunez","12347007",16306,542,271,12,2022
"Christopher Nunez","12347007",15764,327,163.5,11,2022
"Christopher Nunez","12347007",15437,579,289.5,10,2022
"Christopher Nunez","12347007",14858,300,150,9,2022
"Christopher Nunez","12347007",14558,451,225.5,8,2022
"Christopher Nunez","12347007",14107,566,283,7,2022
"Christopher Nunez","12347007",13541,372,186,6,2022
"Christopher Nunez","12347007",13169,410,205,5,2022
"Christopher Nunez","12347007",12759,427,213.5,4,2022
"Christopher Nunez","12347007",12332,537,268.5,3,2022
"Christopher Nunez","12347007",11795,506,253,2,2022
"Christopher Nunez","12347007",11289,454,227,1,2022
"Christopher Nunez","12347007",10835,473,236.5,12,2021
"Christopher Nunez","12347007",10362,333,166.5,11,2021
"Christopher Nunez","12347007",10029,453,226.5,10,2021
"Christopher Nunez","12347007",9576,536,268,9,2021
"Christopher Nunez","12347007",9040,379,189.5,8,2021
"Christopher Nunez","12347007",8661,422,211,7,2021
"Christopher Nunez","12347007",8239,475,237.5,6,2021
"Christopher Nunez","12347007",7764,461,230.5,5,2021
"Christopher Nunez","12347007",7303,582,291,4,2021
"Christopher Nunez","12347007",6721,563,281.5,3,2021
"Christopher Nunez","12347007",6158,561,280.5,2,2021
"Christopher Nunez","12347007",5597,567,283.5,1,2021
"Christopher Nunez","12347007",5030,408,204,12,2020
"Christopher Nunez","12347007",4622,418,209,11,2020
"Christopher Nunez","12347007",4204,463,231.5,10,2020
"Christopher Nunez","12347007",3741,435,217.5,9,2020
"Christopher Nunez","12347007",3306,347,173.5,8,2020
"Christopher Nunez","12347007",2959,455,227.5,7,2020
"Christopher Nunez","12347007",2504,365,182.5,6,2020
"Christopher Nunez","12347007",2139,430,215,5,2020
"Christopher Nunez","12347007",1709,551,275.5,4,2020
"Christopher Nunez","12347007",1158,425,212.5,3,2020
"Christopher Nunez","12347007",733,433,216.5,2,2020
"Christopher Nunez","12347007",300,300,150,1,2020
"Christopher Ford","12347006",29675,397,198.5,8,2025
"Christopher Ford","12347006",29278,535,267.5,7,2025
"Christopher Ford","12347006",28743,392,196,6,2025
"Christopher Ford","12347006",28351,413,206.5,5,2025
"Christopher Ford","12347006",27938,487,243.5,4,2025
"Christopher Ford","12347006",27451,392,196,3,2025
"Christopher Ford","12347006",27059,593,296.5,2,2025
"Christopher Ford","12347006",26466,445,222.5,1,2025
"Christopher Ford","12347006",26021,393,196.5,12,2024
"Christopher Ford","12347006",25628,408,204,11,2024
"Christopher Ford","12347006",25220,412,206,10,2024
"Christopher Ford","12347006",24808,304,152,9,2024
"Christopher Ford","12347006",24504,462,231,8,2024
"Christopher Ford","12347006",24042,489,244.5,7,2024
"Christopher Ford","12347006",23553,571,285.5,6,2024
"Christopher Ford","12347006",22982,412,206,5,2024
"Christopher Ford","12347006",22570,513,256.5,4,2024
"Christopher Ford","12347006",22057,326,163,3,2024
"Christopher Ford","12347006",21731,592,296,2,2024
"Christopher Ford","12347006",21139,455,227.5,1,2024
"Christopher Ford","12347006",20684,332,166,12,2023
"Christopher Ford","12347006",20352,368,184,11,2023
"Christopher Ford","12347006",19984,490,245,10,2023
"Christopher Ford","12347006",19494,524,262,9,2023
"Christopher Ford","12347006",18970,386,193,8,2023
"Christopher Ford","12347006",18584,384,192,7,2023
"Christopher Ford","12347006",18200,499,249.5,6,2023
"Christopher Ford","12347006",17701,382,191,5,2023
"Christopher Ford","12347006",17319,477,238.5,4,2023
"Christopher Ford","12347006",16842,370,185,3,2023
"Christopher Ford","12347006",16472,306,153,2,2023
"Christopher Ford","12347006",16166,373,186.5,1,2023
"Christopher Ford","12347006",15793,588,294,12,2022
"Christopher Ford","12347006",15205,329,164.5,11,2022
"Christopher Ford","12347006",14876,365,182.5,10,2022
"Christopher Ford","12347006",14511,534,267,9,2022
"Christopher Ford","12347006",13977,351,175.5,8,2022
"Christopher Ford","12347006",13626,543,271.5,7,2022
"Christopher Ford","12347006",13083,468,234,6,2022
"Christopher Ford","12347006",12615,309,154.5,5,2022
"Christopher Ford","12347006",12306,384,192,4,2022
"Christopher Ford","12347006",11922,450,225,3,2022
"Christopher Ford","12347006",11472,523,261.5,2,2022
"Christopher Ford","12347006",10949,537,268.5,1,2022
"Christopher Ford","12347006",10412,351,175.5,12,2021
"Christopher Ford","12347006",10061,321,160.5,11,2021
"Christopher Ford","12347006",9740,401,200.5,10,2021
"Christopher Ford","12347006",9339,372,186,9,2021
"Christopher Ford","12347006",8967,482,241,8,2021
"Christopher Ford","12347006",8485,359,179.5,7,2021
"Christopher Ford","12347006",8126,514,257,6,2021
"Christopher Ford","12347006",7612,476,238,5,2021
"Christopher Ford","12347006",7136,409,204.5,4,2021
"Christopher Ford","12347006",6727,388,194,3,2021
"Christopher Ford","12347006",6339,558,279,2,2021
"Christopher Ford","12347006",5781,441,220.5,1,2021
"Christopher Ford","12347006",5340,490,245,12,2020
"Christopher Ford","12347006",4850,320,160,11,2020
"Christopher Ford","12347006",4530,591,295.5,10,2020
"Christopher Ford","12347006",3939,555,277.5,9,2020
"Christopher Ford","12347006",3384,365,182.5,8,2020
"Christopher Ford","12347006",3019,403,201.5,7,2020
"Christopher Ford","12347006",2616,466,233,6,2020
"Christopher Ford","12347006",2150,389,194.5,5,2020
"Christopher Ford","12347006",1761,363,181.5,4,2020
"Christopher Ford","12347006",1398,542,271,3,2020
"Christopher Ford","12347006",856,556,278,2,2020
"Christopher Ford","12347006",300,300,150,1,2020
"Christopher Evans","12347005",31719,361,180.5,8,2025
"Christopher Evans","12347005",31358,466,233,7,2025
"Christopher Evans","12347005",30892,521,260.5,6,2025
"Christopher Evans","12347005",30371,540,270,5,2025
"Christopher Evans","12347005",29831,572,286,4,2025
"Christopher Evans","12347005",29259,527,263.5,3,2025
"Christopher Evans","12347005",28732,387,193.5,2,2025
"Christopher Evans","12347005",28345,437,218.5,1,2025
"Christopher Evans","12347005",27908,512,256,12,2024
"Christopher Evans","12347005",27396,453,226.5,11,2024
"Christopher Evans","12347005",26943,332,166,10,2024
"Christopher Evans","12347005",26611,525,262.5,9,2024
"Christopher Evans","12347005",26086,426,213,8,2024
"Christopher Evans","12347005",25660,391,195.5,7,2024
"Christopher Evans","12347005",25269,572,286,6,2024
"Christopher Evans","12347005",24697,321,160.5,5,2024
"Christopher Evans","12347005",24376,512,256,4,2024
"Christopher Evans","12347005",23864,539,269.5,3,2024
"Christopher Evans","12347005",23325,475,237.5,2,2024
"Christopher Evans","12347005",22850,355,177.5,1,2024
"Christopher Evans","12347005",22495,588,294,12,2023
"Christopher Evans","12347005",21907,580,290,11,2023
"Christopher Evans","12347005",21327,584,292,10,2023
"Christopher Evans","12347005",20743,465,232.5,9,2023
"Christopher Evans","12347005",20278,433,216.5,8,2023
"Christopher Evans","12347005",19845,302,151,7,2023
"Christopher Evans","12347005",19543,377,188.5,6,2023
"Christopher Evans","12347005",19166,504,252,5,2023
"Christopher Evans","12347005",18662,512,256,4,2023
"Christopher Evans","12347005",18150,585,292.5,3,2023
"Christopher Evans","12347005",17565,384,192,2,2023
"Christopher Evans","12347005",17181,537,268.5,1,2023
"Christopher Evans","12347005",16644,532,266,12,2022
"Christopher Evans","12347005",16112,595,297.5,11,2022
"Christopher Evans","12347005",15517,535,267.5,10,2022
"Christopher Evans","12347005",14982,397,198.5,9,2022
"Christopher Evans","12347005",14585,453,226.5,8,2022
"Christopher Evans","12347005",14132,446,223,7,2022
"Christopher Evans","12347005",13686,512,256,6,2022
"Christopher Evans","12347005",13174,573,286.5,5,2022
"Christopher Evans","12347005",12601,435,217.5,4,2022
"Christopher Evans","12347005",12166,409,204.5,3,2022
"Christopher Evans","12347005",11757,592,296,2,2022
"Christopher Evans","12347005",11165,313,156.5,1,2022
"Christopher Evans","12347005",10852,335,167.5,12,2021
"Christopher Evans","12347005",10517,490,245,11,2021
"Christopher Evans","12347005",10027,371,185.5,10,2021
"Christopher Evans","12347005",9656,408,204,9,2021
"Christopher Evans","12347005",9248,441,220.5,8,2021
"Christopher Evans","12347005",8807,448,224,7,2021
"Christopher Evans","12347005",8359,421,210.5,6,2021
"Christopher Evans","12347005",7938,395,197.5,5,2021
"Christopher Evans","12347005",7543,503,251.5,4,2021
"Christopher Evans","12347005",7040,315,157.5,3,2021
"Christopher Evans","12347005",6725,547,273.5,2,2021
"Christopher Evans","12347005",6178,597,298.5,1,2021
"Christopher Evans","12347005",5581,524,262,12,2020
"Christopher Evans","12347005",5057,326,163,11,2020
"Christopher Evans","12347005",4731,600,300,10,2020
"Christopher Evans","12347005",4131,600,300,9,2020
"Christopher Evans","12347005",3531,455,227.5,8,2020
"Christopher Evans","12347005",3076,582,291,7,2020
"Christopher Evans","12347005",2494,417,208.5,6,2020
"Christopher Evans","12347005",2077,455,227.5,5,2020
"Christopher Evans","12347005",1622,327,163.5,4,2020
"Christopher Evans","12347005",1295,405,202.5,3,2020
"Christopher Evans","12347005",890,590,295,2,2020
"Christopher Evans","12347005",300,300,150,1,2020
"Christine Thomas","12347004",30480,315,157.5,8,2025
"Christine Thomas","12347004",30165,515,257.5,7,2025
"Christine Thomas","12347004",29650,510,255,6,2025
"Christine Thomas","12347004",29140,496,248,5,2025
"Christine Thomas","12347004",28644,576,288,4,2025
"Christine Thomas","12347004",28068,441,220.5,3,2025
"Christine Thomas","12347004",27627,486,243,2,2025
"Christine Thomas","12347004",27141,371,185.5,1,2025
"Christine Thomas","12347004",26770,371,185.5,12,2024
"Christine Thomas","12347004",26399,445,222.5,11,2024
"Christine Thomas","12347004",25954,488,244,10,2024
"Christine Thomas","12347004",25466,356,178,9,2024
"Christine Thomas","12347004",25110,460,230,8,2024
"Christine Thomas","12347004",24650,416,208,7,2024
"Christine Thomas","12347004",24234,469,234.5,6,2024
"Christine Thomas","12347004",23765,391,195.5,5,2024
"Christine Thomas","12347004",23374,423,211.5,4,2024
"Christine Thomas","12347004",22951,593,296.5,3,2024
"Christine Thomas","12347004",22358,544,272,2,2024
"Christine Thomas","12347004",21814,503,251.5,1,2024
"Christine Thomas","12347004",21311,596,298,12,2023
"Christine Thomas","12347004",20715,410,205,11,2023
"Christine Thomas","12347004",20305,346,173,10,2023
"Christine Thomas","12347004",19959,316,158,9,2023
"Christine Thomas","12347004",19643,451,225.5,8,2023
"Christine Thomas","12347004",19192,587,293.5,7,2023
"Christine Thomas","12347004",18605,522,261,6,2023
"Christine Thomas","12347004",18083,414,207,5,2023
"Christine Thomas","12347004",17669,429,214.5,4,2023
"Christine Thomas","12347004",17240,423,211.5,3,2023
"Christine Thomas","12347004",16817,475,237.5,2,2023
"Christine Thomas","12347004",16342,441,220.5,1,2023
"Christine Thomas","12347004",15901,368,184,12,2022
"Christine Thomas","12347004",15533,357,178.5,11,2022
"Christine Thomas","12347004",15176,515,257.5,10,2022
"Christine Thomas","12347004",14661,313,156.5,9,2022
"Christine Thomas","12347004",14348,579,289.5,8,2022
"Christine Thomas","12347004",13769,315,157.5,7,2022
"Christine Thomas","12347004",13454,590,295,6,2022
"Christine Thomas","12347004",12864,493,246.5,5,2022
"Christine Thomas","12347004",12371,529,264.5,4,2022
"Christine Thomas","12347004",11842,564,282,3,2022
"Christine Thomas","12347004",11278,334,167,2,2022
"Christine Thomas","12347004",10944,424,212,1,2022
"Christine Thomas","12347004",10520,303,151.5,12,2021
"Christine Thomas","12347004",10217,555,277.5,11,2021
"Christine Thomas","12347004",9662,473,236.5,10,2021
"Christine Thomas","12347004",9189,387,193.5,9,2021
"Christine Thomas","12347004",8802,499,249.5,8,2021
"Christine Thomas","12347004",8303,532,266,7,2021
"Christine Thomas","12347004",7771,536,268,6,2021
"Christine Thomas","12347004",7235,310,155,5,2021
"Christine Thomas","12347004",6925,587,293.5,4,2021
"Christine Thomas","12347004",6338,324,162,3,2021
"Christine Thomas","12347004",6014,516,258,2,2021
"Christine Thomas","12347004",5498,480,240,1,2021
"Christine Thomas","12347004",5018,511,255.5,12,2020
"Christine Thomas","12347004",4507,532,266,11,2020
"Christine Thomas","12347004",3975,415,207.5,10,2020
"Christine Thomas","12347004",3560,399,199.5,9,2020
"Christine Thomas","12347004",3161,382,191,8,2020
"Christine Thomas","12347004",2779,527,263.5,7,2020
"Christine Thomas","12347004",2252,346,173,6,2020
"Christine Thomas","12347004",1906,361,180.5,5,2020
"Christine Thomas","12347004",1545,358,179,4,2020
"Christine Thomas","12347004",1187,565,282.5,3,2020
"Christine Thomas","12347004",622,322,161,2,2020
"Christine Thomas","12347004",300,300,150,1,2020
"Christine Lagarde","12347003",28765,372,186,8,2025
"Christine Lagarde","12347003",28393,437,218.5,7,2025
"Christine Lagarde","12347003",27956,314,157,6,2025
"Christine Lagarde","12347003",27642,336,168,5,2025
"Christine Lagarde","12347003",27306,329,164.5,4,2025
"Christine Lagarde","12347003",26977,391,195.5,3,2025
"Christine Lagarde","12347003",26586,309,154.5,2,2025
"Christine Lagarde","12347003",26277,394,197,1,2025
"Christine Lagarde","12347003",25883,300,150,12,2024
"Christine Lagarde","12347003",25583,583,291.5,11,2024
"Christine Lagarde","12347003",25000,492,246,10,2024
"Christine Lagarde","12347003",24508,383,191.5,9,2024
"Christine Lagarde","12347003",24125,420,210,8,2024
"Christine Lagarde","12347003",23705,600,300,7,2024
"Christine Lagarde","12347003",23105,597,298.5,6,2024
"Christine Lagarde","12347003",22508,344,172,5,2024
"Christine Lagarde","12347003",22164,306,153,4,2024
"Christine Lagarde","12347003",21858,339,169.5,3,2024
"Christine Lagarde","12347003",21519,517,258.5,2,2024
"Christine Lagarde","12347003",21002,517,258.5,1,2024
"Christine Lagarde","12347003",20485,335,167.5,12,2023
"Christine Lagarde","12347003",20150,374,187,11,2023
"Christine Lagarde","12347003",19776,421,210.5,10,2023
"Christine Lagarde","12347003",19355,519,259.5,9,2023
"Christine Lagarde","12347003",18836,415,207.5,8,2023
"Christine Lagarde","12347003",18421,529,264.5,7,2023
"Christine Lagarde","12347003",17892,402,201,6,2023
"Christine Lagarde","12347003",17490,338,169,5,2023
"Christine Lagarde","12347003",17152,372,186,4,2023
"Christine Lagarde","12347003",16780,356,178,3,2023
"Christine Lagarde","12347003",16424,578,289,2,2023
"Christine Lagarde","12347003",15846,338,169,1,2023
"Christine Lagarde","12347003",15508,345,172.5,12,2022
"Christine Lagarde","12347003",15163,456,228,11,2022
"Christine Lagarde","12347003",14707,550,275,10,2022
"Christine Lagarde","12347003",14157,356,178,9,2022
"Christine Lagarde","12347003",13801,461,230.5,8,2022
"Christine Lagarde","12347003",13340,493,246.5,7,2022
"Christine Lagarde","12347003",12847,514,257,6,2022
"Christine Lagarde","12347003",12333,308,154,5,2022
"Christine Lagarde","12347003",12025,490,245,4,2022
"Christine Lagarde","12347003",11535,327,163.5,3,2022
"Christine Lagarde","12347003",11208,567,283.5,2,2022
"Christine Lagarde","12347003",10641,343,171.5,1,2022
"Christine Lagarde","12347003",10298,407,203.5,12,2021
"Christine Lagarde","12347003",9891,328,164,11,2021
"Christine Lagarde","12347003",9563,366,183,10,2021
"Christine Lagarde","12347003",9197,509,254.5,9,2021
"Christine Lagarde","12347003",8688,505,252.5,8,2021
"Christine Lagarde","12347003",8183,435,217.5,7,2021
"Christine Lagarde","12347003",7748,332,166,6,2021
"Christine Lagarde","12347003",7416,572,286,5,2021
"Christine Lagarde","12347003",6844,371,185.5,4,2021
"Christine Lagarde","12347003",6473,416,208,3,2021
"Christine Lagarde","12347003",6057,424,212,2,2021
"Christine Lagarde","12347003",5633,528,264,1,2021
"Christine Lagarde","12347003",5105,328,164,12,2020
"Christine Lagarde","12347003",4777,344,172,11,2020
"Christine Lagarde","12347003",4433,482,241,10,2020
"Christine Lagarde","12347003",3951,482,241,9,2020
"Christine Lagarde","12347003",3469,310,155,8,2020
"Christine Lagarde","12347003",3159,588,294,7,2020
"Christine Lagarde","12347003",2571,579,289.5,6,2020
"Christine Lagarde","12347003",1992,448,224,5,2020
"Christine Lagarde","12347003",1544,489,244.5,4,2020
"Christine Lagarde","12347003",1055,423,211.5,3,2020
"Christine Lagarde","12347003",632,332,166,2,2020
"Christine Lagarde","12347003",300,300,150,1,2020
"Christine Hunter","12347002",30871,387,193.5,8,2025
"Christine Hunter","12347002",30484,573,286.5,7,2025
"Christine Hunter","12347002",29911,314,157,6,2025
"Christine Hunter","12347002",29597,570,285,5,2025
"Christine Hunter","12347002",29027,360,180,4,2025
"Christine Hunter","12347002",28667,366,183,3,2025
"Christine Hunter","12347002",28301,428,214,2,2025
"Christine Hunter","12347002",27873,599,299.5,1,2025
"Christine Hunter","12347002",27274,467,233.5,12,2024
"Christine Hunter","12347002",26807,559,279.5,11,2024
"Christine Hunter","12347002",26248,573,286.5,10,2024
"Christine Hunter","12347002",25675,557,278.5,9,2024
"Christine Hunter","12347002",25118,366,183,8,2024
"Christine Hunter","12347002",24752,540,270,7,2024
"Christine Hunter","12347002",24212,395,197.5,6,2024
"Christine Hunter","12347002",23817,533,266.5,5,2024
"Christine Hunter","12347002",23284,356,178,4,2024
"Christine Hunter","12347002",22928,514,257,3,2024
"Christine Hunter","12347002",22414,483,241.5,2,2024
"Christine Hunter","12347002",21931,500,250,1,2024
"Christine Hunter","12347002",21431,452,226,12,2023
"Christine Hunter","12347002",20979,571,285.5,11,2023
"Christine Hunter","12347002",20408,478,239,10,2023
"Christine Hunter","12347002",19930,513,256.5,9,2023
"Christine Hunter","12347002",19417,470,235,8,2023
"Christine Hunter","12347002",18947,576,288,7,2023
"Christine Hunter","12347002",18371,495,247.5,6,2023
"Christine Hunter","12347002",17876,415,207.5,5,2023
"Christine Hunter","12347002",17461,407,203.5,4,2023
"Christine Hunter","12347002",17054,360,180,3,2023
"Christine Hunter","12347002",16694,414,207,2,2023
"Christine Hunter","12347002",16280,463,231.5,1,2023
"Christine Hunter","12347002",15817,301,150.5,12,2022
"Christine Hunter","12347002",15516,521,260.5,11,2022
"Christine Hunter","12347002",14995,517,258.5,10,2022
"Christine Hunter","12347002",14478,348,174,9,2022
"Christine Hunter","12347002",14130,360,180,8,2022
"Christine Hunter","12347002",13770,535,267.5,7,2022
"Christine Hunter","12347002",13235,341,170.5,6,2022
"Christine Hunter","12347002",12894,308,154,5,2022
"Christine Hunter","12347002",12586,346,173,4,2022
"Christine Hunter","12347002",12240,419,209.5,3,2022
"Christine Hunter","12347002",11821,421,210.5,2,2022
"Christine Hunter","12347002",11400,363,181.5,1,2022
"Christine Hunter","12347002",11037,583,291.5,12,2021
"Christine Hunter","12347002",10454,480,240,11,2021
"Christine Hunter","12347002",9974,471,235.5,10,2021
"Christine Hunter","12347002",9503,511,255.5,9,2021
"Christine Hunter","12347002",8992,411,205.5,8,2021
"Christine Hunter","12347002",8581,395,197.5,7,2021
"Christine Hunter","12347002",8186,321,160.5,6,2021
"Christine Hunter","12347002",7865,380,190,5,2021
